name,born,species,timeline,realness,latitude,longitude,nearest_city,country_code,backstory,fourwordsname,invisible_comments
Jean Giraud,1938,sapiens,ours,authenticated,48.8375,2.4833,Nogent-sur-Marne,FR,Comic Artist,perrot-wisoky-henry-herweg,Pantheon
Harriet Beecher Stowe,1811,sapiens,ours,authenticated,41.747222,-73.189722,"Litchfield, CT",US,Writer,roche-jenkins-rebecca-koenig,Pantheon
Ethan Hawke,1970,sapiens,ours,authenticated,30.25,-97.75,"Austin, TX",US,Actor,roy-johns-marwin-rieger,Pantheon
Alexis de Tocqueville,1805,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Historian,girard-conroy-abigail-marl,Pantheon
Bob Hoskins,1942,sapiens,ours,authenticated,52.2474,0.7183,Bury St Edmunds,GB,Actor,nguyen-hermiston-stefan-beggerow,Pantheon
Cassander,-350,sapiens,ours,authenticated,,,Other,UNK,Politician,nguyen-hermann-stephan-hohenberger,Pantheon
Philip III of Macedon,-359,sapiens,ours,authenticated,,,Other,UNK,Politician,petit-baumbach-leana-bethke,Pantheon
Mickey Rooney,1920,sapiens,ours,authenticated,40.692778,-73.990278,"New York, NY",US,Actor,olivier-orn-sara-vontein,Pantheon
Roy Scheider,1932,sapiens,ours,authenticated,40.76804,-74.235692,"Orange, NJ",US,Actor,bonnet-denesik-evelina-kisabaka,Pantheon
Pierre Puvis de Chavannes,1824,sapiens,ours,authenticated,45.76,4.84,Lyon,FR,Artist,brunet-lang-susanne-moguenara,Pantheon
Grand Duke Michael Alexandrovich of Russia,1878,sapiens,ours,authenticated,59.9318,30.3527,Nevsky Prospect,RU,Nobleman,guerin-ferry-jaron-roos,Pantheon
Leopold Stokowski,1882,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Conductor,schmitt-leannon-cara-achkinadze,Pantheon
Paul Johann Ludwig von Heyse,1830,sapiens,ours,authenticated,52.516667,13.383333,Berlin,DE,Writer,bonnet-deckow-ivonne-bonisch,Pantheon
John Hurt,1940,sapiens,ours,authenticated,53.235833,-1.4275,Chesterfield,GB,Actor,lacroix-o-connell-jolina-liebold,Pantheon
Jean Henri Fabre,1823,sapiens,ours,authenticated,44.2164,2.9867,Saint-Léons,FR,Biologist,gonzalez-roob-kyra-moll,Pantheon
Ivan Bunin,1870,sapiens,ours,authenticated,51.671667,39.210556,Voronezh,RU,Writer,morin-gorczany-mattis-rockmeier,Pantheon
Solomon Burke,1940,sapiens,ours,authenticated,39.95,-75.166667,"Philadelphia, PA",US,Singer,fernandez-leuschke-miray-caspari,Pantheon
Karl Malden,1912,sapiens,ours,authenticated,41.836944,-87.684722,"Chicago, IL",US,Actor,rousseau-ernser-francesco-hornung,Pantheon
Marilyn Monroe,1926,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Actor,olivier-orn-lewin-sack,Pantheon
Martti Ahtisaari,1937,sapiens,ours,authenticated,60.716667,28.766667,Vyborg,RU,Politician,perrot-wisoky-torben-geissler,Pantheon
Kyösti Kallio,1873,sapiens,ours,authenticated,64.075,24.533333,Ylivieska,FI,Politician,maillard-schuster-collien-wilhelm,Pantheon
Carl Gustaf Emil Mannerheim,1867,sapiens,ours,authenticated,60.572222,21.865278,Askainen,FI,Politician,morel-conn-lucien-wissing,Pantheon
Mauno Koivisto,1923,sapiens,ours,authenticated,60.45,22.266667,Turku,FI,Politician,blanc-feeney-patrizia-kulimann,Pantheon
Juho Kusti Paasikivi,1870,sapiens,ours,authenticated,61.025,25.15,Hämeenkoski,FI,Politician,lefebvre-bode-thore-daudrich,Pantheon
Lauri Kristian Relander,1883,sapiens,ours,authenticated,,,Lakhdenpokhsky District,GB,Politician,chevalier-hansen-eddy-aschenbroich,Pantheon
Risto Ryti,1889,sapiens,ours,authenticated,61.175,22.7,Huittinen,FI,Politician,charles-prosacco-lyn-cleem,Pantheon
Kaarlo Juho Ståhlberg,1865,sapiens,ours,authenticated,64.883333,28.916667,Suomussalmi,FI,Politician,guillot-quitzon-tanja-isekenmeier,Pantheon
Pehr Evind Svinhufvud,1861,sapiens,ours,authenticated,61.2,24.066667,Sääksmäki,FI,Politician,lacroix-o-connell-mike-hildenbrand,Pantheon
Mika Waltari,1908,sapiens,ours,authenticated,60.170833,24.9375,Helsinki,FI,Writer,joly-huel-aurelia-schirmer,Pantheon
Stefanie Graf,1969,sapiens,ours,authenticated,49.488889,8.469167,Mannheim,DE,Tennis Player,denis-hilpert-chayenne-marten,Pantheon
Dominique de Villepin,1953,sapiens,ours,authenticated,34.020882,-6.84165,Rabat,MA,Politician,robert-barrows-liz-kluwe,Pantheon
Jean-Pierre Raffarin,1948,sapiens,ours,authenticated,46.58,0.34,Poitiers,FR,Politician,laurent-blick-hans-deuschle,Pantheon
Karl Pearson,1857,sapiens,ours,authenticated,51.544,-0.1027,Islington,GB,Statistician,lucas-kerluke-marika-dietrich,Pantheon
"Frederick V, Elector Palatine",1596,sapiens,ours,authenticated,49.444444,11.848333,Berlin,DE,Politician,morin-goyette-josephine-schedler,Pantheon
Odilon Redon,1840,sapiens,ours,authenticated,44.84,-0.58,Bordeaux,FR,Artist,baron-upton-bastian-vontein,Pantheon
Serena Williams,1981,sapiens,ours,authenticated,43.419444,-83.949444,"Saginaw, MI",US,Tennis Player,moreau-berge-carlotta-gottschalk,Pantheon
Juan Pablo Montoya,1975,sapiens,ours,authenticated,4.598056,-74.075833,Bogotá,CO,Racecar Driver,roche-jast-arno-lesch,Pantheon
Eduardo Frei Montalva,1911,sapiens,ours,authenticated,-33.45,-70.666667,Santiago,CL,Politician,marty-yundt-abby-schonenberger,Pantheon
William Gilbert,1544,sapiens,ours,authenticated,51.8917,0.903,Colchester,GB,Physicist,robin-hartmann-delia-schwartz,Pantheon
Howard Zinn,1922,sapiens,ours,authenticated,40.692778,-73.990278,"New York, NY",US,Historian,louis-powlowski-eva-oeser,Pantheon
Hannes Alfvén,1908,sapiens,ours,authenticated,58.6,16.2,Norrköping,SE,Physicist,marty-zboncak-sahra-behr,Pantheon
Cyrus Vance,1917,sapiens,ours,authenticated,39.283333,-80.35,"Clarksburg, WV",US,Lawyer,meyer-kemmer-luis-dreher,Pantheon
Bernard le Bovier de Fontenelle,1657,sapiens,ours,authenticated,49.44,1.1,Rouen,FR,Writer,leclercq-nolan-marit-sladek,Pantheon
Nicolas Boileau-Despréaux,1636,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Writer,dupuy-waelchi-thorge-schwerdtner,Pantheon
Giambattista Vico,1668,sapiens,ours,authenticated,40.845,14.258333,Naples,IT,Philosopher,boyer-hilll-heidi-plass,Pantheon
Karl Renner,1870,sapiens,ours,authenticated,48.853611,16.582778,Dolní Dunajovice,CZ,Politician,rolland-mann-luana-mauroff,Pantheon
Pierre de Ronsard,1524,sapiens,ours,authenticated,47.7544,0.6886,Couture-sur-Loir,FR,Writer,david-brakus-joy-gromisch,Pantheon
Baron Münchhausen,1720,sapiens,ours,authenticated,51.966667,9.516667,Bodenwerder,DE,Military Personnel,guillot-rath-linn-pietsch,Pantheon
Wolfram von Eschenbach,1170,sapiens,ours,authenticated,,,Other,DE,Writer,deschamps-schaefer-evelin-bottner,Pantheon
Paul Signac,1863,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Painter,brunet-lakin-livia-weimer,Pantheon
Inigo Jones,1573,sapiens,ours,authenticated,51.519,-0.102,London,GB,Architect,guillot-quigley-paula-matschke,Pantheon
Lucian,125,sapiens,ours,authenticated,37.57955,38.481317,Samosata,TR,Writer,maillard-shanahan-noemi-boruschewski,Pantheon
Daniel Kahneman,1934,sapiens,ours,authenticated,32.066667,34.8,Tel Aviv,IL,Psychologist,pons-walker-mats-steinert,Pantheon
Avril Lavigne,1984,sapiens,ours,authenticated,44.166667,-77.383333,Belleville,CA,Musician,barre-wunsch-thea-margis,Pantheon
Angela Lansbury,1925,sapiens,ours,authenticated,51.5066,-0.0178,London,GB,Actor,faure-emmerich-carlo-gaba,Pantheon
Thomas Sankara,1949,sapiens,ours,authenticated,12.966667,-2.266667,Yako,BF,Politician,roche-jenkins-elisa-benecke,Pantheon
Schuyler Colfax,1823,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Politician,roux-buckridge-omer-zaczkiewicz,Pantheon
Jacques Delors,1925,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Economist,andre-corkery-kaan-kutzner,Pantheon
François-René de Chateaubriand,1768,sapiens,ours,authenticated,48.6481,-2.0075,Saint-Malo,FR,Writer,le-gall-reilly-ann-fust,Pantheon
Pearl S. Buck,1892,sapiens,ours,authenticated,38.138056,-80.2125,"Hillsboro, WV",US,Writer,roger-jacobson-christoph-mau,Pantheon
Isaac Hayes,1942,sapiens,ours,authenticated,35.565,-89.647222,"Covington, TN",US,Musician,legrand-doyle-asya-felke,Pantheon
Fu Hsi,-2900,sapiens,ours,authenticated,,,Chengji,CN,Politician,carpentier-schmeler-mathilde-green,Pantheon
Süleyman Demirel,1924,sapiens,ours,authenticated,37.950833,30.638611,Atabey,TR,Politician,lambert-dare-georg-urbansky,Pantheon
David Hasselhoff,1952,sapiens,ours,authenticated,39.283333,-76.616667,"Baltimore, MD",US,Actor,martin-abbott-mateo-hasse,Pantheon
Ferdinand I of Austria,1793,sapiens,ours,authenticated,48.2,16.366667,Vienna,AT,Politician,fontaine-hammes-enna-lesch,Pantheon
Zhuangzi,-369,sapiens,ours,authenticated,,,Other,CN,Philosopher,remy-wilkinson-mustafa-hajek,Pantheon
John Edwards,1953,sapiens,ours,authenticated,34.684167,-82.955833,"Seneca, SC",US,Politician,paris-schumm-ruben-kempter,Pantheon
Thomas Muster,1967,sapiens,ours,authenticated,46.783056,15.545,Leibnitz,AT,Tennis Player,dupuis-ondricka-meik-metzner,Pantheon
Celia Cruz,1925,sapiens,ours,authenticated,,,Havana,CU,Singer,fernandez-lindgren-willi-schelk,Pantheon
Omar Bradley,1893,sapiens,ours,authenticated,39.280278,-92.343611,"Randolph County, MO",US,Military Personnel,lopez-hagenes-nils-ahrenberg,Pantheon
Wu Zetian,625,sapiens,ours,authenticated,32.433333,105.816667,Guangyuan,CN,Politician,petit-bayer-gino-freimuth,Pantheon
Hugo Pratt,1927,sapiens,ours,authenticated,44.05,12.566667,Rimini,IT,Comic Artist,barbier-kuhn-jeremy-schuster,Pantheon
Blaise Cendrars,1887,sapiens,ours,authenticated,47.101333,6.825,La Chaux-de-Fonds,CH,Writer,marchand-kohler-danny-greschner,Pantheon
Pierre Boulle,1912,sapiens,ours,authenticated,43.95,4.81,Avignon,FR,Writer,nicolas-gislason-tony-buttner,Pantheon
Mahalia Jackson,1911,sapiens,ours,authenticated,29.95,-90.066667,"New Orleans, LA",US,Singer,da-silva-paucek-marla-herzenberg,Pantheon
Nat King Cole,1919,sapiens,ours,authenticated,32.361667,-86.279167,"Montgomery, AL",US,Musician,lucas-kertzmann-diego-prah,Pantheon
Allan Kardec,1804,sapiens,ours,authenticated,45.76,4.84,Lyon,FR,Philosopher,fernandez-lind-friederike-pajonk,Pantheon
Ludwig I of Bavaria,1786,sapiens,ours,authenticated,48.58,7.75,Strasbourg,FR,Politician,philippe-nienow-sammy-spielvogel,Pantheon
Brittany Murphy,1977,sapiens,ours,authenticated,33.755,-84.39,"Atlanta, GA",US,Actor,caron-marquardt-meryem-waibel,Pantheon
Stevie Ray Vaughan,1954,sapiens,ours,authenticated,32.775833,-96.796667,"Dallas, TX",US,Musician,rodriguez-pacocha-nevio-pohle,Pantheon
Lisa Edelstein,1967,sapiens,ours,authenticated,42.358056,-71.063611,"Boston, MA",US,Actor,rousseau-fahey-jara-steinkamp,Pantheon
Slavoj Žižek,1949,sapiens,ours,authenticated,46.055556,14.508333,Ljubljana,SI,Philosopher,chevalier-hand-rafael-green,Pantheon
Athenaeus,200,sapiens,ours,authenticated,30.9,30.616667,Naucratis,EG,Writer,le-roux-stamm-anneke-knobel,Pantheon
Sarah Vaughan,1924,sapiens,ours,authenticated,40.72422,-74.172574,"Newark, NJ",US,Singer,thomas-bahringer-leoni-helmke,Pantheon
Connie Francis,1938,sapiens,ours,authenticated,40.72422,-74.172574,"Newark, NJ",US,Singer,rolland-mac-gyver-tarja-schieskow,Pantheon
Frankie Muniz,1985,sapiens,ours,authenticated,40.850183,-74.087068,"Wood-Ridge, NJ",US,Actor,lemaire-hodkiewicz-frederick-sagafe,Pantheon
Alfred de Musset,1810,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Writer,guillot-ratke-anabel-kallensee,Pantheon
Andres Bonifacio,1863,sapiens,ours,authenticated,14.617,120.967,Tondo,PH,Social Activist,lemaire-hirthe-francesco-plass,Pantheon
Walter Cronkite,1916,sapiens,ours,authenticated,39.758056,-94.836667,"Saint Joseph, MO",US,Presenter,barre-wunsch-arved-amann,Pantheon
Dionne Warwick,1940,sapiens,ours,authenticated,40.765058,-74.211862,"East Orange, NJ",US,Singer,roche-jenkins-kayra-trampeli,Pantheon
Jean Genet,1910,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Writer,meyer-keebler-viktoria-kinadeter,Pantheon
Dustin Hoffman,1937,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Actor,schneider-wintheiser-dana-tonn,Pantheon
Alfredo Stroessner,1912,sapiens,ours,authenticated,-27.333333,-55.9,Encarnación,PY,Politician,poirier-thompson-connor-benecke,Pantheon
Ben Stiller,1965,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Actor,perrot-wisozk-cem-brenner,Pantheon
Alan Sillitoe,1928,sapiens,ours,authenticated,52.95,-1.133333,Nottingham,GB,Writer,bernard-adams-marian-konig,Pantheon
William James,1842,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Psychologist,andre-cormier-oliver-frosch,Pantheon
Gwyneth Paltrow,1972,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Actor,richard-bartoletti-adrian-roos,Pantheon
"John Russell, 1st Earl Russell",1792,sapiens,ours,authenticated,51.508755,-0.14743,London,GB,Politician,dupuy-volkman-marisa-preuss,Pantheon
Decebalus,50,sapiens,ours,authenticated,,,Other,UNK,Politician,leclerc-mc-laughlin-torben-ney,Pantheon
Wilhelm Steinitz,1836,sapiens,ours,authenticated,50.083333,14.416667,Prague,CZ,Chessmaster,guyot-wolff-zehra-slotta,Pantheon
John Gielgud,1904,sapiens,ours,authenticated,51.4912,-0.1769,London,GB,Actor,lopez-hahn-mona-spahn,Pantheon
Peter Ustinov,1921,sapiens,ours,authenticated,51.5424,-0.1734,Swiss Cottage,GB,Actor,roussel-gerhold-aileen-grotke,Pantheon
Cecil John Rhodes,1853,sapiens,ours,authenticated,51.872,0.1725,Bishop's Stortford,GB,Businessperson,henry-friesen-emmely-frisch,Pantheon
Derek Jacobi,1938,sapiens,ours,authenticated,51.569,0.01,Leytonstone,GB,Actor,rey-robel-marian-porth,Pantheon
Artturi Ilmari Virtanen,1895,sapiens,ours,authenticated,60.170833,24.9375,Helsinki,FI,Chemist,morin-gottlieb-maddox-buker,Pantheon
Aleksis Kivi,1834,sapiens,ours,authenticated,60.466667,24.808333,Nurmijärvi,FI,Writer,lambert-daniel-finnley-fleischer,Pantheon
Flavius Valerius Severus,250,sapiens,ours,authenticated,,,Illyria,AL,Politician,fontaine-hamill-annie-tegethof,Pantheon
Kris Kristofferson,1936,sapiens,ours,authenticated,25.930278,-97.484444,"Brownsville, TX",US,Singer,dufour-kozey-darius-ochs,Pantheon
Maurice Gibb,1949,sapiens,ours,authenticated,54.14521,-4.48172,Douglas,IM,Musician,guillaume-rempel-theodor-fietz,Pantheon
Helena Blavatsky,1831,sapiens,ours,authenticated,48.45,34.983333,Dnipropetrovsk,UA,Writer,renaud-mohr-marten-proske,Pantheon
Yitzhak Shamir,1915,sapiens,ours,authenticated,52.866667,24.9,Ruzhany,BY,Politician,caron-marks-lily-evers,Pantheon
Ehud Barak,1942,sapiens,ours,authenticated,32.358611,34.903056,Mishmar HaSharon kibbutz,IL,Politician,lambert-daugherty-omar-nowak,Pantheon
Pier Paolo Pasolini,1922,sapiens,ours,authenticated,44.5075,11.351389,Bologna,IT,Film Director,deschamps-schamberger-nila-fried,Pantheon
Isocrates,-436,sapiens,ours,authenticated,37.966667,23.716667,Athens,GR,Presenter,renard-lockman-jarno-rieger,Pantheon
Ashley Judd,1968,sapiens,ours,authenticated,34.28,-118.5,"Los Angeles, CA",US,Actor,marchal-simonis-samia-woschler,Pantheon
Antiochus XI Epiphanes,-100,sapiens,ours,authenticated,,,Other,UNK,Politician,adam-ritchie-corinna-kurschilgen,Pantheon
Seleucus VI Epiphanes,-100,sapiens,ours,authenticated,,,Other,UNK,Politician,vasseur-spinka-fabian-pichlmaier,Pantheon
Thora Birch,1982,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Actor,olivier-orn-aimee-ostringer,Pantheon
Franjo Tuđman,1922,sapiens,ours,authenticated,46,15.85,Veliko Trgovišće,HR,Politician,roy-johns-lenny-kallensee,Pantheon
James Connolly,1868,sapiens,ours,authenticated,55.9486,-3.1883,Cowgate,GB,Politician,gaillard-murray-kiara-schwennen,Pantheon
Don DeLillo,1936,sapiens,ours,authenticated,40.8373,-73.886,"New York, NY",US,Writer,noel-jones-florentine-buss,Pantheon
Barry Gibb,1946,sapiens,ours,authenticated,54.14521,-4.48172,Douglas,IM,Musician,vincent-carter-charlie-alexander,Pantheon
Antiochus IX Cyzicenus,-150,sapiens,ours,authenticated,,,Other,UNK,Politician,pons-walter-salih-wierig,Pantheon
Faith Hill,1967,sapiens,ours,authenticated,32.418889,-90.125,"Ridgeland, MS",US,Singer,remy-will-nadja-motzenbbacker,Pantheon
Benjamin Constant,1767,sapiens,ours,authenticated,46.519833,6.6335,Lausanne,CH,Philosopher,dupuis-ondricka-rick-hordt,Pantheon
Itzhak Perlman,1945,sapiens,ours,authenticated,32.066667,34.8,Tel Aviv,IL,Musician,girard-connelly-katharina-koleiski,Pantheon
Ben Kingsley,1943,sapiens,ours,authenticated,54.2281,-0.5873,Snainton,GB,Actor,lefebvre-bode-emre-bonisch,Pantheon
Ludwig Quidde,1858,sapiens,ours,authenticated,53.083333,8.8,Bremen,DE,Politician,renaud-moore-melis-banse,Pantheon
F. Murray Abraham,1939,sapiens,ours,authenticated,40.439722,-79.976389,"Pittsburgh, PA",US,Actor,pierre-littel-alana-savoia,Pantheon
William Hurt,1950,sapiens,ours,authenticated,,,"Washington, D.C.",US,Actor,fournier-christiansen-sofie-liebich,Pantheon
Lil Wayne,1982,sapiens,ours,authenticated,,,"New Orleans, LA",US,Singer,nguyen-hermiston-annabel-thone,Pantheon
James Garner,1928,sapiens,ours,authenticated,35.22,-97.44,"Norman, OK",US,Actor,fernandez-lindgren-lena-mader,Pantheon
Ritchie Valens,1941,sapiens,ours,authenticated,34.2625,-118.42611,"Los Angeles, CA",US,Musician,marty-yundt-thea-kramer,Pantheon
James Woods,1947,sapiens,ours,authenticated,40.454722,-109.535556,"Vernal, UT",US,Actor,collet-stroman-juliana-mockenhaupt,Pantheon
Paulina Rubio,1971,sapiens,ours,authenticated,19.433333,-99.133333,Mexico City,MX,Singer,dubois-ankunding-celine-obergfoll,Pantheon
Ron Paul,1935,sapiens,ours,authenticated,40.439722,-79.976389,"Pittsburgh, PA",US,Politician,gaillard-murray-nicolai-hildebrand,Pantheon
Eric of Pomerania,1382,sapiens,ours,authenticated,54.416667,16.416667,Darłowo,PL,Pirate,renaud-moore-bent-ney,Pantheon
"Philippe, Duke of Brabant",1960,sapiens,ours,authenticated,50.866667,4.35,Laeken,BE,Nobleman,baron-upton-sky-hillard,Pantheon
Wilhelm Frick,1877,sapiens,ours,authenticated,49.730833,7.813889,Alsenz,DE,Politician,le-gall-reilly-roman-trautmann,Pantheon
Lazzaro Spallanzani,1729,sapiens,ours,authenticated,44.597222,10.691667,Scandiano,IT,Biologist,fabre-okuneva-madleen-fuchs,Pantheon
Hans Adolf Krebs,1900,sapiens,ours,authenticated,52.15,9.95,Hildesheim,DE,Chemist,clement-green-jarno-gesell,Pantheon
Luis Buñuel,1900,sapiens,ours,authenticated,40.933333,-0.233333,Calanda,ES,Film Director,perez-klocko-katarina-ryjikh,Pantheon
Julie Walters,1950,sapiens,ours,authenticated,52.492854,-1.968226,Smethwick,GB,Actor,guyot-wiza-ben-schlitzer,Pantheon
Emmanuelle Béart,1963,sapiens,ours,authenticated,43.2297,6.5858,Gassin,FR,Actor,dufour-konopelski-nadine-lauinger,Pantheon
"Charles Watson-Wentworth, 2nd Marquess of Rockingham",1730,sapiens,ours,authenticated,53.482,-1.419,Wentworth,GB,Politician,renault-stokes-helen-proske,Pantheon
PJ Harvey,1969,sapiens,ours,authenticated,50.7336,-2.7584,Bridport,GB,Musician,garnier-effertz-sandro-hetzler,Pantheon
Gloria Estefan,1957,sapiens,ours,authenticated,,,Havana,CU,Singer,dupuy-von-lennert-garatva,Pantheon
Max Delbrück,1906,sapiens,ours,authenticated,52.516667,13.383333,Berlin,DE,Physicist,remy-wilkinson-jannis-ochs,Pantheon
Nelly,1974,sapiens,ours,authenticated,30.25,-97.75,"Austin, TX",US,Singer,dubois-aufderhar-christin-lenfers,Pantheon
Sextus Julius Frontinus,40,sapiens,ours,authenticated,,,Other,UNK,Writer,lopez-hahn-robert-terheiden,Pantheon
Billy Ray Cyrus,1961,sapiens,ours,authenticated,38.523056,-82.719444,"Flatwoods, KY",US,Musician,caron-marks-katharina-kunz,Pantheon
Sonia Gandhi,1946,sapiens,ours,authenticated,45.783333,11.566667,Lusiana,IT,Politician,gautier-jacobs-patricia-buhler,Pantheon
Eugène Delacroix,1798,sapiens,ours,authenticated,44.8597,4.59,Saint-Maurice-en-Chalencon,FR,Artist,gauthier-grimes-lucien-schramm,Pantheon
Tracy Chapman,1964,sapiens,ours,authenticated,41.482222,-81.669722,"Cleveland, OH",US,Singer,robert-bartell-fiona-hordt,Pantheon
Lucius Junius Brutus,-550,sapiens,ours,authenticated,,,Other,UNK,Politician,le-roux-stanton-santino-goldfuss,Pantheon
Bob Geldof,1951,sapiens,ours,authenticated,53.2944124,-6.1338952,Dún Laoghaire,IE,Singer,joly-howell-bent-lindner,Pantheon
Karl May,1842,sapiens,ours,authenticated,50.8,12.716667,Hohenstein-Ernstthal,DE,Writer,gaillard-nader-elina-bohm,Pantheon
"George Curzon, 1st Marquess Curzon of Kedleston",1859,sapiens,ours,authenticated,52.96,-1.538,Kedleston,GB,Politician,roux-carroll-nick-beutelspacher,Pantheon
"Robert Clive, 1st Baron Clive",1725,sapiens,ours,authenticated,52.90588,-2.5518,Moreton Say,GB,Politician,fernandez-lind-alfred-munch,Pantheon
Leonardo DiCaprio,1974,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Actor,francois-dicki-tyron-beckel,Pantheon
Robert C. Merton,1944,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Economist,roux-buckridge-dion-moormann,Pantheon
Aleksandr Kolchak,1874,sapiens,ours,authenticated,,,Saint Petersburg,RU,Politician,deschamps-schamberger-emmi-graf,Pantheon
Constantine X,1006,sapiens,ours,authenticated,,,Other,UNK,Politician,pierre-lindgren-amira-wiegelmann,Pantheon
José Raúl Capablanca,1888,sapiens,ours,authenticated,23.133333,-82.383333,Havana,CU,Chessmaster,dufour-kozey-adriana-lauren,Pantheon
Colin Firth,1960,sapiens,ours,authenticated,51.11031,-0.75437,Grayshott,GB,Actor,gaillard-murray-saskia-schlachter,Pantheon
Heather Graham,1970,sapiens,ours,authenticated,43.05,-87.95,"Milwaukee, WI",US,Actor,aubry-smitham-mina-knetsch,Pantheon
Andy Kaufman,1949,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Actor,remy-will-jolin-wagner,Pantheon
Lionel Richie,1949,sapiens,ours,authenticated,32.431506,-85.706781,"Tuskegee, AL",US,Musician,chevalier-hand-ceyda-auer,Pantheon
John Cale,1942,sapiens,ours,authenticated,51.802,-3.902,Garnant,GB,Musician,giraud-mc-dermott-kurt-tillack,Pantheon
Jacobo Arbenz Guzmán,1913,sapiens,ours,authenticated,14.833333,-91.516667,Quetzaltenango,GT,Politician,duval-hoppe-alan-buschbaum,Pantheon
Alphonse de Lamartine,1790,sapiens,ours,authenticated,46.3063,4.8313,Mâcon,FR,Writer,perrot-wisoky-fabian-balcer,Pantheon
Miguel Hidalgo,1753,sapiens,ours,authenticated,20.431111,-101.722222,Pénjamo,MX,Social Activist,marchal-sipes-marlo-sihler,Pantheon
Hugh Grant,1960,sapiens,ours,authenticated,51.4928,-0.2229,Hammersmith,GB,Actor,schneider-willms-jeremias-langfeld,Pantheon
Jeremy Brett,1933,sapiens,ours,authenticated,52.409,-1.642,Berkswell,GB,Actor,simon-bergstrom-caroline-ackermann,Pantheon
Jules Bordet,1870,sapiens,ours,authenticated,50.566667,4.066667,Soignies,BE,Biologist,lacroix-o-conner-anja-burghagen,Pantheon
Peter Finch,1916,sapiens,ours,authenticated,51.4912,-0.1769,London,GB,Actor,maillard-schuster-peter-decker,Pantheon
Hugo Weaving,1960,sapiens,ours,authenticated,7.396389,3.916667,Ibadan,NG,Actor,dumas-lakin-livia-jahn,Pantheon
Hedy Lamarr,1913,sapiens,ours,authenticated,48.2,16.366667,Vienna,AT,Actor,legrand-du-buque-julie-vangermain,Pantheon
Adlai Stevenson II,1900,sapiens,ours,authenticated,34.05,-118.25,"Los Angeles, CA",US,Diplomat,marchand-konopelski-jamila-jungton,Pantheon
Chrétien de Troyes,1100,sapiens,ours,authenticated,48.2997,4.0792,Troyes,FR,Writer,fabre-o-keefe-alana-nitzsche,Pantheon
Daniel Day-Lewis,1957,sapiens,ours,authenticated,51.48,0,Greenwich,GB,Actor,charpentier-toy-berat-zaituc,Pantheon
Sidney Sheldon,1917,sapiens,ours,authenticated,41.836944,-87.684722,"Chicago, IL",US,Writer,colin-lesch-shawn-helm,Pantheon
Robert Hofstadter,1915,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Physicist,robert-barrows-adelina-rath,Pantheon
Julia Louis-Dreyfus,1961,sapiens,ours,authenticated,40.7127,-74.0059,"New York, NY",US,Actor,deschamps-schamberger-thies-stoutjesdijk,Pantheon
Esau,-3500,sapiens,ours,authenticated,,,Canaan,IL,Religious Figure,roux-bruen-adriano-ganzmann,Pantheon
Erich Kästner,1899,sapiens,ours,authenticated,51.033333,13.733333,Dresden,DE,Writer,berger-runolfsson-francesca-bottner,Pantheon
Comenius,1592,sapiens,ours,authenticated,49.5,17,Moravia,CZ,Philosopher,david-brakus-laurin-lakomy,Pantheon
Ian Holm,1931,sapiens,ours,authenticated,51.55836,0.11192,Goodmayes,GB,Actor,aubert-mayer-berkay-wagner,Pantheon
Jomo Kenyatta,1893,sapiens,ours,authenticated,-1.05,36.92,Gatundu,KE,Politician,gonzalez-rosenbaum-alea-storp,Pantheon
Chris Rock,1965,sapiens,ours,authenticated,33.45,-79.563889,"Andrews, SC",US,Actor,giraud-mc-clure-romina-fried,Pantheon
Arcesilaus,-316,sapiens,ours,authenticated,,,Bergama,TR,Philosopher,masson-hayes-artur-walton,Pantheon
Cleanthes,-301,sapiens,ours,authenticated,39.487778,26.336944,Assos,TR,Philosopher,adam-rice-alfred-kallensee,Pantheon
Jan van Riebeeck,1619,sapiens,ours,authenticated,51.95,5.233333,Culemborg,NL,Explorer,philippe-nienow-cindy-stauss,Pantheon
Henry Pelham,1694,sapiens,ours,authenticated,50.9,0.13,Laughton,GB,Politician,renaud-monahan-annemarie-borner,Pantheon
