name,born,gender,species,realness,latitude,longitude,nearest_city,country_code,longitude,backstory,biographies
Ivan Dvorak,18-Sep-45,non-binary,sapiens,synthetic,,,,,Czech,,"[""Ivan Dvorak was born on September 18, 1945 in Prague, Czech Republic. They was raised by their parents Jack Dvorak and Barbara Engelbart. They attended Stanford University. They died of heart attack on March 29, 2000 in New York City, and were buried in Greenwich Village. Their occupation was computer scientist and their fields were computer graphics, AI. They were known for their work on the Dvorak programming language. Their thesis title was The Untethered Computer in 2002. Their doctoral advisor was Dan Ostroff. Dvorak was a recipient of an honorary Ph.D. from UNC-Chapel Hill. They also attended New York University. Their influences were Douglas Engelbart, Ivan Sutherland."",""Ivan Dvorak was born on September 18, 1945 in Czech Republic. They was born to Barbara Engelbart and Jack Dvorak. They attended Stanford University. They died on March 29, 2000 in New York City after suffering a heart attack. They was buried in Greenwich Village. Their occupation was computer scientist and fields are computer graphics, AI. They was known for they work on the Dvorak programming language.Their thesis title was The Untethered Computer and thesis year was 2002. Their doctoral advisor was Dan Ostroff. Dvorak was recipient of honorary Ph.D. from UNC-Chapel Hill. They also attended New York University. Their influences was Douglas Engelbart, Ivan Sutherland.""]"
Miroslav Kovac,7-Jan-67,male,sapiens,synthetic,,,,,Czech,,"[""Miroslav Kovac (born 07 January 1967) is a Czech botanist and the director of the Botanical Institute of the Academy of Sciences of the Czech Republic. Kovac studied biology at the Charles University in Prague, Czech Republic. He was born to Magdalena Kovac and Vladimir Kovac. He is married to Katerina Krkoska .He has two children Marta Kovac and Tomas Kovac (born 1991), Lukas Kovac (2002).His notable students are Tomas Pohanka, Anna Halikova, Lukas Tvrdik.His influences are Josef Janovsky, Dr. Jaromir Tribus, Dr. Josef Dolezal, and influenced Tomas pohanka. His fields are plant-breeding.Kovac is know for his work on the plant known as the African Violet.""]"
Simona Sukova,7-Jul-20,female,sapiens,synthetic,,,,,Czech,,"[""Simona Sukova was born in Prague on July 7, 1920. Sukova attended Charles University, where she studied chemistry. She joined the University's faculty after earning her PhD in 1940. She was awarded the Copernicus Medal of the Polish Academy of Sciences in 1997. Sukova died on April 11, 2014. Her parents were Magdalena Sukova and Václav Suk.""]"
Nicolas de Beaumont,21-Jun-96,non-binary,sapiens,synthetic,,,,,French,,"[""Nicolas de Beaumont (born 21 June 1996 in Marseille, France) is a French neurosurgeon who has been working to map and develop new pathways in the brain and spinal cord to cure quadriplegia. NIcolas notable students were Aurielle Lapointe, Olivier Beaumont, Françoise Gauthier. They was awarded, Prix L'Oeil de la Vie et de la Santé. They studied in Université de La Méditerranée - Aix-Marseille. Nicolas was born to Mélanie Beaumont Pierre Beaumont. They was married to Mathieu de Beaumont. They and their survived with seven children, Olivier, Adrien, Clément, Juliette, Margaux, Manon, Ambre. Nicolas died on October 1, 2018 due to complications from a stroke while recovering from surgery in Paris, France.""]"
Eloise Harrison,13-Apr-78,non-binary,sapiens,synthetic,,,,,British,,"[""Eloise Harrison (13 April 1978 - 25 December 2022) was a British astrophysicist, astrobiologist, planetary scientist and astronaut-explorer. Harrison was born in London, England to Sophie Harrison and Tom Harrison. Harrison attended the University of Oxford earned a B.Sc and D.Phil, where she studied astrophysics, astrobiology, planetary science and astrochemistry.Harrison was complete a doctoral thesis on the history of the solar system in 2017 by the doctoral advisor Henry Lin. They institutions worked in University of London, National Space Centre, Royal Society of Astronomers (Patron), Royal Astronomical Greenwich, Institution of Engineering and Technology (Honorary Fellow) . Harrison was married to Helen Sharman and children are Iain Sharman, Chloe Sharman, Jessica Sharman.The first British astronaut and a British citizen was awarded a CBE and known for Voyager 2, New Horizons . Harrison notable students are many people, including Adrian Cheng, Ivan Kemp, Adriane Clarke, Sam Strickland and influenced by Helen Sharman, Elizabeth Windsor, Margaret Thatcher, and Ada Lovelace. Harrison influences are Sally Ride, David Attenborough, Carl Sagan, Isaac Newtonin the field of astrophysics, astrobiology, planetary science, astrochemistry and astronautics.They died of heart failure on 25 December 2022 in The far side of the Moon and resting place was The National Planetarium - Earth, Luna and Mars Memorial Garden.""]"
Juande Garcia,18-Dec-63,male,sapiens,synthetic,,,,,Venezuelan,,"[""Juande Garcia was born on December 18, 1963 in Caracas, Venezuela. They were the son of Elisabeth Garcia and Juan Carlos Garcia and were married to Alexandra Garcia and had six childrenś Mariana Garcia, Juan Carlos Garcia, Gabriela Garcia, Rafael Garcia, Daniel Garcia, and Alexandra Garcia. He died on February 17, 2001 of a pancreatic cancer in Caracas, Venezuela and was buried in Valencia, Venezuela. He was awarded with the Millennium Prize in theoretical physics, the Wolf Prize, the Prince of Asturias Award, the King Haakon VII Gold Medal, and the Thomas Alva Edison Foundation Award and his fields are theoretical physics, quantum mechanics, and cosmology. They were known for creating black holes in the space. quantum engineer is the occupation. Juande Garcia attended University of Venezula and a thesis with the title of On the nature of dark matter in the universe and thesis year 1999. He is the citizen and nationality in Venezuelan. Juande Garcia home town was Caracas, Venezuela. Rafael Izquierdo is their advisor. He is influences in Carl Sagan, Paul Davies, and James Trefil and inflenced in Jocelyn Seagraves, Maria Eulalia Flores, Alexandre Mesegue, Rafael Izquierdo, and the students of the International Science and Technology University, which he founded in Zurich. Alexandre Mesegueis the Alexandre Mesegue. Juande Garcia institutions are National Center for Scientific Research, Massachusetts Institute of Technology, University of Miami, University of Zurich, and the University of California San Diego.""]"
Libor Barta,15-Feb-84,non-binary,sapiens,synthetic,,,,,Czech,,"[""Libor Barta (15 February 1984 - 7 March 2017) was born to Anna Barta and Emil Barta. They were a Czech robotics specialist known for their work on robotic hand replacement. Barta went to Ústí nad Labem University. They received the Dean's Achievement Award from Ústí nad Labem University for research in Artificial Intelligence. They influenced Vaclav Koubek. Barta's notable students were Donna Mackey, Mary Reed, Edvardas Kiška. Barta was married to Barbara Smith, with whom they had three children. Barta died on 7 March 2017 in Silicon Valley, California, U.S of cancer."",""Libor Barta (15 February 1984 - 7 March 2017) born to Anna Barta and Emil Barta. They was a Czech robotics specialist known for his work on robotic hand replacement. Barta went to Ústí nad Labem University. They received Dean's Achievement Award from Ústí nad Labem University for research in Artificial Intelligence. They influenced Vaclav Koubek. Barta notable students were Donna Mackey, Mary Reed, Edvardas Kiška. Barta was married to Barbara Smith, with whom they had three children. Barta died on 7 March 2017 in Silicon Valley, California, U.S of cancer.""]"
Miroslav,30 January 1869,non-binary,sapiens,synthetic,,,,,Czech,,"[""Miroslav was born on 30 January 1869 in Prague, Bohemia, Austria-Hungary to Wenzl Seitz and Veruna Seitz. Miroslav. Miroslav was professor, writer, inventor in the feilds of physics, engineering, psychology. Miroslav was known for The Psychology of the Color Yellowand went to Prague Polytechnic, Prague, the Kingdom of Bohemia, Austria-Hungary. Miroslav worked on A study of gas dynamics and fluid dynamics, and the effect that one can have on the other in 1911. Miroslavś went to Prague Polytechnic (advisor), Prague Polytechnic (professor), Prague University (PhD candiate) and their notable students were Willie Rios. Miroslav influences were Johannes Kepler, William Harvey, Galileo Galilei, Sir Isaac Newton, Immanuel Kant, Ludwig Wittgenstein, Kurt Gödel, Adalbert Seitz and influenced Jaimie Guzman, Frederick Stanley, Willie Rios. Miroslav was married to Johanna Fried. Miroslav was died on 11 February 1923 in Prague, Czechoslovakia, the Kingdom of Bohemia, Austria-Hungary due to malaria, Prague epidemic and remains were done in Prague New Cemetery.""]"
Richard Moore,30-Apr-00,male,sapiens,synthetic,,,,,British,,"[""Richard Moore (born on 30 April 1900) was a British physicist known for his contributions to the field of astronomy and astrophysics. Moore was born in London, England. He was educated at the University of Cambridge. Moore was known for \""The Gravity Lens\"" and his thesis title was Gravitational Lensing and the Quasar in 1940. His doctoral advisor was Frank PJ McGovern. Moore was awarded with Fellow of the Royal Astronomical Society (1944); Fellow of the Royal Society (1947); Nobel Prize in Physics (1976). His notable student was James Mason. Moore was influenced by John Ellis. He was son of Margaret Ellis and Sir Robert Boyd. Moore was married to Susan Watson. He had two children Margaret Ann Watson and Roger Watson. Moore was died of heart failure on 10 February 1999 Cambridge, England and buried at Cambridge University Center for Advanced Photonics.""]"
Jean-Louise Lafaye,2-Sep-33,male,sapiens,synthetic,,,,,French,,"[""Jean-Louise Lafaye was born on September 2, 1933 in Paris, France. Lafaye was born to Marie-Madeleine Morel and Henri-Raymond Cayrou de Lapie. He attended the University of Marseille. He worked in fields of organic chemistry, biochemistry, pharmaceutical science. He began his career as a chemist. He is known for invention/discovery of bio-organic stereoselective synthesis. His thesis title was Selectif Bio-Organique de la Stereoselectivite du Synthese and thesis year was 1956.His doctoral advisor was Joseph Chatlie. He was recipient of Ordre Des Palmes Academiques (Chevalier), Prix Francois Guizot d'Hon promotion de l'Enseignement Superieur, Prix d'Encouragement Jeune Chercheur de la Fondation Marcelin Berthelot. He attended Institut National de la Recherche Agronomique, École Nationale Supérieure des Industries Chimiques. His influences are Paul J. Zautke, Adolf von Baeyer and influenced are Antonin Artaud, Marcelin Berthelot, Jean-Baptiste Chardin, Henri Félix. His notable students are François Morel. He was married to Francoise Collomp and had one child Antoine Lafaye. He died of metastatic bone cancer on 20 july 2015 in Nice, Provence-Alpes-Côte d'Azur, France.""]"
Evita Gómez,21-Aug-97,female,sapiens,synthetic,,,,,Venezuelan,,"[""Evita Gómez was born to Carmen G. Gómez and Manuel Gómez in Valencia, Venezuela on August 21, 1997. She is a Venezuelan chemist, science communicator, YouTuber, and educator. She is known for her \""El Rincón de los Explicitos\"" YouTube series and attended the Valencia University of Venice (BS), University of Venice withthe thesis of \""Elementi dal cielo\"" by the advisor Ezra P. Torres . She has won numerous awards including the Valencia Gold Medal for Science Communication, the Silver YouTube Play Button, and the Top Science Education Content Creator on YouTube in the United States (five years running), Best Science Advocate of the Third Millenium (three years running). Gómez is a student of the Universidad de Valencia, and has a doctorate in chemistry from the Università degli Studi di Venezia. She is also a member of the Istituto Italiano di Cultura di Valencia and the University of Venice. Gómez has named Ezra P. Torres, Jaimie Guzmán, Henrietta Strickland, and Frederick Stanley as her influences, and has named Opal Peters as an influencer of her work. She has also named the Istituto Italiano di Cultura di Valencia and the University of Venice as institutions that have influenced her work. Gómez notable students has named Ezra P. Torres, Jaimie Guzmán, Henrietta Strickland, and Frederick Stanley.She is partner of Ezra P. Torres.""]"
Silvia Vacha,20 February 1875,non-binary,sapiens,synthetic,,,,,Czech,,"[""Silvia Vacha (20 February 1875 - 16 March 1943) was a Czech chemist known for developing a chemical process to remove cyanogen glycosides from cassava. Vacha was born in Lány, Czech Republic to Karl Vacha and Marie Vacha. Silvia wastouch in fields of analytical chemistry, environmental chemistry, food chemistry and they attended Massachusetts Institute of Technology; The Chicago School of Civic Science. Silvia worked on thesis title An Investigation into Waste Disposal by the Chicago Sanitary District in 1897 and their doctoral advisor was E. H. Bennett. Silvia received Silver Plaque of the National Sanitary Council and also went to Department of Anthropology and Sociology at the University of Chicago. Silvia notable students were Ed Gein and their influences were Franz Boas, Louis Agassiz, Edmund Carpenter, George Collier, Franz Joseph Gall, Robert J. Greenfield, David Pratt, John R. Prescott and influenced Edmund Carpenter, Ed Gein, Robert J. Greenfield, George Collier, and David Pratt. Silvia was married to Franziska and they died on 16 March 1943 in Prague of disease (typhoid fever) and was laid to rest in Slavíčkov cemetery.""]"
Renata Tomic,19 January 1894,non-binary,sapiens,synthetic,,,,,Czech,,"[""Renate Tomic (19 January 1894 - 23 March 2015) was a Czech physicist known for thier discovery of the neutrino. Tomic was born in Prague to Nikolai Tomic and Emilia K. Tomic . Tomic knows in the fields of subatomic physics, particle physics, experimental physics. Tomic went to Prague Polytechnic University (1921) and did \""A Study of Particle Acceleration in Vacuum Tubes\"", unpublished thesis in 1922. their doctoral advisor was Erwin Schrödinger and received Nobel Prize for Particle Physics (1922), Nobel Prize for Literature (1951). Tomic also went to University of Prague, Prague Polytechnic University and their notable students were Erwin Schrödinger. Tomic influences were Erwin Schrödinger, Kurt Gödel and also influenced Karl von Frisch. Tomic was married to Erwin Schrödinger and they died on March 23, 2015 due to complications of pneumonia and was laid to rest in Prague.""]"
Pablo de Castro,28 November 1865,male,sapiens,synthetic,,,,,Venezuelan,,"[""The Venezuelan physician Pablo de Castro was born in La Guaira, Venezuela on November 28, 1865. Castro was the son of Francisco Castro and Margarita Alvarado. He was the first doctor to specialize in parasitology in Venezuela , and the first to study Piñata from 1885-1908. He also invented an antidote for it. His occupation was medical doctor and biologist in the fields of physiology, parasitology, embryology, biology. Castro was known for his work as a scientist in venezuela/discovering and studying a worm parasite named Piñata. He went to Central University of venezuela and worked on a thesis titled The effects of Piñata worm on the human body, 1889. His notable students include Jaimie Guzman, Frederick Stanley, Alfonso Ruiz, Antonio Castro, Jose Garcia, and Carlos Guezman. Castro went to venezuelan institute of medical studies, Johns Hopkins University. Castro's influences were Willie Rios, Opal Peters and he influenced Frederick Stanley, Jaimie Guzman, and Alfonso Ruiz. Castro was married to Adelaida de Castro and together had three children, Antonio Castro, Irene Castro, and Francisco Castro. Castro died on May 14, 1928 in Caracas, venezuela of stomach cancer and his remains were buried in his birthplace, La Guaira, venezuela.""]"
Cielo de Oro,16 April 1872,non-binary,sapiens,synthetic,,,,,Venezuelan,,"[""Cielo de Oro was born in Puerto Esperanza, Mexico, on 16 April 1872. They were born to Jose Alvarez and Angelica Alvarez. They were a chemist, biologist, nanotechnologist, and geneticist. They also attended the University of Barcelona, University of Perugia, University of Oxford. They were a student of Dr. Irina Conti. They discovered the first genetically engineered immortal. They were awarded the World's Most Beautiful Chemist Award 2011, World's Smartest Chemist Award, Gold Medal of Honor (from the International Confederation of Chemists), Medal of Honor (Military of Peru). They were assassinated in Lima, Peru, on 7 February 2014, by an assassin's bullet. They were married to Javier Iparraguirre, and had five children Ivan, Nadia, Marta, Javier, and Adriana. Their fields were Biocompatible materials, Medicine, Nanotechnology, Genetic. Their nationality was Venezuelan. Their notable students included Adriana Vargas. They also were influenced by Mary Shelley, H. G. Wells, Sir Arthur Conan Doyle, James Joyce, Sigmund Freud, Dr. Irina Conti and influenced all the people of their generation who have any interest in biology, science, or scientific fiction.""]"
Ned Clack,12-Oct-76,male,sapiens,synthetic,,,,,British,,"[""The British physicist Ned Clack was born on October 12, 1976 in Manchester. Clack was raised by his parents Mary and Alfred Clack in Winchester. He is known for his theory of everything. Clack attended the University of Manchester. His thesis was entitled \""The Many World Interpretation and Its Implications for the Conception of Time\"" in 2017. Later in his career Clack returned to the University of Manchester to teach, where he had several notable students including Sarah Moore, Frederick Stanley, Jaimie Guzman, and Alistair Clack. Clack has named Arthur Clack as an influence, and Alistair Clack has named Ned Clack as an influence. Together with his partner Alice Clack, Ned Clack had one child, Henry Clack.""]"
Yvesita Alcivar,26 October 1854,female,sapiens,synthetic,,,,,Venezuelan,,"[""Yvesita Alcivar was born in Valleseco, Tenerife, 26 October 1854. She was a chemist in the fields of biochemistry, pharmacology, neuroscience. She was known for The Kiška Method. She studied at Yale university. She worked in the institutions Rockefeller University, Yale University School of Medicine, Institute for Advanced Study, Institute for Cancer Research (Philadelphia). Her influences were Emil Fischer, Arthur Kornberg, Severo Ochoa, Teofilo Folche, Paul Lauterbur, James Watson, William Halsted, Richard Feynman, Otto Stern, Albert Einstein, Vincent Van Gogh. She was born to Emilia Kishka and Aristides Alcivar. She was married to Emilio Calderón and had three children, Yves, Émilio, Félix. She died on 24 January 1945, San Juan, Puerto Rico.""]"
Lourdes Aguero,25-Dec-66,female,sapiens,synthetic,,,,,Venezuelan,,"[""Lourdes Aguero was born in Caracas, Venezuela on December 25, 1966. She was raised by her parents, Estrella Aguero and José Aguero, until she was 15 years old."",""Lourdes Aguero was born in Caracas, Venezuela on December 25, 1966. She was raised in Venezuela and completed her bachelor's degree in Biology at the University of Pennsylvania in 1988. She later completed her PhD in Biology a."",""Lourdes Aguero was born on December 25, 1966 in Caracas, Venezuela. She was a Venezuelan biologist and conservation strategist who was an advisor of the United Nations Wildlife Conservation Committee from 2010 t.""]"
Juan Ramos,10-Nov-30,male,sapiens,synthetic,,,,,Venezuelan,,"[""Juan Ramos (10 November 1930 ) is a Venezuelan research scientist who is known for his theory of the creation of the Universe as a supercomputer simulation. Ramos was born in Mérida, Venezuela. He attended University of the Pacific (Meritorious degree, Physics), University of California, Berkeley (Ph.D). His doctoral advisor was Andrew Huerta. He was the recipient of President's medal of honor, Time's man of the year, Time Person of the year, Albert Einstein medal, Ig Nobel Prize, Nobel Prize, Fields Medal, Fields Medal, Order of the Sacred Treasure (Japan), and an Honorary Doctorate from Oxford University. He attended University of California, Berkeley, California Institute of Technology, University of Michigan, University of Oxford, National Chiao Tung University, Simon Bolivar University. His notable students include Andy Roberts. His influences are Leonardo De Vinci, Andrew Huerta, Albert Einstein, Peter Higgs, Richard Feynman, George Orwell and he influenced Danny Cohen. He has a partner Angela Ramos and one child Adrian Ramos. His fields are Astronomy, Computer engineering, Physics."",""Juan Ramos (10 November 1930 ) is a Venezuelan research scientist who is known for the creation of the Universe as a supercomputer simulation. He is born in Mérida, Venezuela to Juan Miguel Ramos and Mercedes Ramos.He attended University of the Pacific (Meritorious degree, Physics), University of California, Berkeley (Ph.D).His doctoral advisor is Andrew Huerta. He is the recipient of President's medal of honor, Time's man of the year, Time Person of the year, Albert Einstein medal, Ig Nobel Prize, Nobel Prize, Fields Medal, Fields Medal, Order of the Sacred Treasure (Japan), Honorary Doctorate from Oxford University. He attended University of California, Berkeley, California Institute of Technology, University of Michigan, University of Oxford, National Chiao Tung University, Simon Bolivar University. His notable students are Andy Roberts. His influences are Leonardo De Vinci, Andrew Huerta, Albert Einstein, Peter Higgs, Richard Feynman, George Orwell and influenced is Danny Cohen. He has a partner Angela Ramos and one child Adrian Ramos. Juan fields are Astronomy, Computer engineering, Physics."",""Juan Ramos (10 November 1930 ) is a Venezuelan research scientist who is known for the creation of the Universe as a supercomputer simulation. Ramos is born in Mérida, Venezuela to Juan Miguel Ramos and Mercedes Ramos.He attended University of the Pacific (Meritorious degree, Physics), University of California, Berkeley (Ph.D).His doctoral advisor is Andrew Huerta. He is the recipient of President's medal of honor, Time's man of the year, Time Person of the year, Albert Einstein medal, Ig Nobel Prize, Nobel Prize, Fields Medal, Fields Medal, Order of the Sacred Treasure (Japan), Honorary Doctorate from Oxford University. He attended University of California, Berkeley, California Institute of Technology, University of Michigan, University of Oxford, National Chiao Tung University, Simon Bolivar University. His notable students are Andy Roberts. His influences are Leonardo De Vinci, Andrew Huerta, Albert Einstein, Peter Higgs, Richard Feynman, George Orwell and influenced is Danny Cohen. He has a partner Angela Ramos and one child Adrian Ramos. Juan fields are Astronomy, Computer engineering, Physics.""]"
Zarina Sophia,21 April 1857,female,sapiens,synthetic,,,,,Kazakhstani,,"[""Zarina Sophia (born Sokolova) (21 April 1857 - 23 February 1969) was a Kazakhstani computer scientist who was known for her work in computer programming languages, cryptography, code breaking. Sophia was born in Tashkent, Uzbekistan, and was the daughter of Nikolai Ivanovich Sokolov and Anastasia Nikolaevna Sokolova. Sophia was also known for RSA cryptosystem, Enigma machine, Lorenz cipher. She went to University of Moscow (A.A. (Master)), Moscow State University of Technology (Ph.D.). Sophia worked on a thesis titled Cryptography Algorithms in 1914. Sophia received the Moscow Mathematical Society Prize (1918), Honorary Doctorate of Sciences (Moscow State University of Technology) (May 1946). She went to Moscow State University of Technology, Moscow Polytechnic Institute, Russian Academy of Sciences, Computer Security Experts Association. Sophia's influences were Vladimir Kotelnikov, Richard Courant, Nikolay Nikolaevich Zhukovski, Anatol Rapport, Leonardo del Vecchio, Leonard Kleinrock and she influenced Anatolij Dniprovskij, Alexander Alexandrovich Lickiy, Oleg Reznichenko. She was married to Lydia Anastasia Mikhaylik and together had two children, Dmitry Nikolaevich Sokolov, Vladimir Nikolaevich Sokolov. Sophia died in Manhattan, New York City, on 23 February 1969.""]"
Ettienne Martin,27-Jan-24,male,sapiens,synthetic,,,,,French,,"[""Etienne Martin (born 1924 in Clermont-Ferrand, France) was a French astrophysicist born to Jeanne Marie Lemaire d'Etaples and Augustin-Jean Fresnel. Martin went to University of Paris (Ph.D) and wrote a thesis titled “Galactic Astronomy” in 1977 touching on the fields of planetary science, exoplanetology, extrasolar planets, cosmology. Martin received the Member of the French Academy of Sciences award and his doctoral advisor was Georges Sallement. Martin went to the French Academy of Sciences, Paris Observatory and his notable students were Pierre de Fermat, Gerard de Vaucouleurs, Francois Arago, Camille Flammarion. Martin's influences were Copernicus, Kepler, Newton, Laplace and he also influenced Louis Pasteur, Johannes Kepler, Isaac Newton, Nicholas Louis de La Caille. Martin was married to Adele Helene Morea and together had a child, Pierre Augustin-Jean Renoir Fresnel. Martin died on 21 July 2019 in Paris due to cardiac arrest.""]"
Alberto Fernandez,4-Mar-91,non-binary,sapiens,synthetic,,,,,Venezuelan,,"[""Alberto Fernandez (born 04 March 1991 in Caracas, Venezuela) was a Venezuelan physicist, born to María de los Ángeles Iglesias Fernández and Antonio Fernandez Ros. Fernandez has received many awards and honors including William R. and Sheila M. Elliott Award in Theoretical Chemistry (2016), Pittsburgh Foundation Dissertation Award (2017), John L. Hall Award from the American Physical Society (2020) . Fernandez was known for the Fernandez-Rosenzweig-Hess Experiment. Fernandez was educated in University of Pittsburgh. Their notable students were Juan de Dios Fernandez-Zapata, Luis Lopez-Quintero, and Josep-Lluís Vázquez. Fernandez influenced María de los Ángeles Iglesias Fernández. They were married to Martijn Boeckeler and together had many children: Alberto Fernandez, María Luisa Fernandez, Irene Fernandez, and Juan Diego Fernandez. Fernandez died due to aneurysm and his remains were placed in Pittsburgh, Pennsylvania, U.S."",""Alberto Fernandez (born 04 March 1991 in Caracas, Venezuela) was a Venezuelan physicist, born to María de los Ángeles Iglesias Fernández and Antonio Fernandez Ros. Fernandez has received many awards and honors, William R. and Sheila M. Elliott Award in Theoretical Chemistry (2016), Pittsburgh Foundation Dissertation Award (2017), John L. Hall Award from the American Physical Society (2020) . Fernandez was known for the Fernandez-Rosenzweig-Hess Experiment. Fernandez was educated in University of Pittsburgh. They notable students were Juan de Dios Fernandez-Zapata, Luis Lopez-Quintero, and Josep-Lluís Vázquez. Fernandez influenced María de los Ángeles Iglesias Fernández. They was married to Martijn Boeckeler and together had children, Alberto Fernandez, María Luisa Fernandez, Irene Fernandez, and Juan Diego Fernandez.Fernandez died due to aneurysm and remains were done in Pittsburgh, Pennsylvania, U.S.""]"
Kristina Kazakh,2-Sep-64,non-binary,sapiens,synthetic,,,,,Kazakhstani,,"[""Kristina Kazakh was born on September 2, 1964. Their parents are Indrė Kazakh and Učijs Kazakh and they were married to Toms Kazakh and had one child Alēja. They died on 16 November 2002 of breast cancer in San Francisco, California. U.S. Kristina Kazakh was awarded the Don and Sarah Mackey Prize for the best evolutionary essay in 1970, for a paper on the evolutionary psychology of altruism. They attended Stanford University and their occupation is scientist. Their fields are sociology, evolutionary psychology and they completed their thesis in the year 1970. Kristina Kazakh's influences include Donna Mackey. Their nationality and citizenship is Kazakhstani and their hometown is Almaty, Kazakhstan. Donna Mackey was their advisor."",""U.S.Kristina Kazakh awarded in Don and Sarah Mackey Prize for the best evolutionary essay in 1970, for a paper on the evolutionary psychology of altruism.They attended the Stanford University and occupation is scientist. They fields are sociology, evolutionary psychology and a thesis year 1970. Kristina Kazakh influences in Donna Mackey. They nationality and citizenship is Kazakhstani and hometown is Almaty, Kazakhstan. Donna Mackey was their advisor. Kristina Kazakh was born on September 2, 1964. They parents are Indrė Kazakh and Učijs Kazakh and were married to Toms Kazakh and had one children Alēja. They died on 16 November 2002 of a breast cancer in San Francisco, California.""]"
Jacques-Yves Herbin,25 May 1887,non-binary,sapiens,synthetic,,,,,French,,"[""Jacques-Yves Herbin (born 25 May 1867, died 21 April 1936) was a French scientist, artist, philosopher, writer, educator. Herbin was born in Le Mans, France to Marcelle Magné and Joseph Magné. Herbin was known for Le Monde Inconnu, La Réflexion, Développement de l'intelligence. Their thesis title was Études sur le traitement visuel induit par les mouvements monorotants in 1920. Herbi received the Grand Prix de la Ville, Commandeur de la Légion d'honneur. They went to the institutions École nationale supérieure des Beaux-Arts, Académie des Beaux-Arts, Ecole des Musiques. Their notable students included Antoine de Saint-Exupéry. Herbin was influenced by Paul Valery, Georges Rouault, Henri Bergson, Jean Magné, Pierre Magne, Jean Magné, Pierre Magne and also influenced Marcel Duchamp, Alexander Calder, Man Ray. herbin was married to Pierre Magné and together they had one child, Jean-Yves Magné. Herbin died on 21 April 1937 in Paris, France due to tuberculosis and his remains are in Père Lachaise Cemetery.""]"
Alexander Gonzalez,7-Feb-59,male,sapiens,synthetic,,,,,Venezuelan,,"[""Alexander González born 07 February 1959 is a Venezuelan-American mechanical engineer and automation, nanotechnology and robotics expert. González was born in Barcelona, Spain, and grew up in Venezuela. He moved to Cambridge, Massachusetts in 1987. He was married to Maria del Carmen Crespo González, with whom he had three children whose names are Natalia González, Eduardo González, Luz del Alba González. He is known for mainly Project Impulse. Alexander is buried at Alcove, New Mexico. He died due to lung cancer in Santa Fe, New Mexico on 11 May 2009. Alexander's hometown was Santa Fe, New Mexico. his awards include the William F. Harsey Memorial Award, US Navy Meritorious Civilian Service Award, National Engineer of the Year award Finalist. Alexander's notable students include Juan Diego Pérez Ochoa. His influences include Ignacio Sepulveda and he influenced Juan Diego Pérez Ochoa, Javier de León, Antonio Ibarra, María Luisa Sánchez, Joaquín Díaz.""]"
Irina Kazakh,25-Nov-48,female,sapiens,synthetic,,,,,Kazakhstani,,"[""Irina Nikolaevna (born 25 November 1948 in Zhambyl, Kazakhstan) is a Kazakhstani chemist, university professor. She attended the Kizilkhar State University, Kazakhstan. (B.S.), Moscow State University, Russia. (M.S.), Kazakh State University, Almaty, Kazakhstan. (Ph.D., Dr. Sci.) and wrote her thesis entitled \""Dynamic Model of the Relationship between the Functional State of an Organism and the Structural Function of the Organism\"" in 1985. She was given advice by Alexander V. Bazylev and won the National Prize, Kazakhstan for the development of new catalytic mechanisms from basic scientific principles. She was the Professor at Kazakh State University, Almaty, Kazakhstan and her fields were organic chemistry, catalytic mechanisms, heterogeneous catalysis, chemical kinetics, applied functional analysis, nonlinear regression analysis, mathematical chemistry, dynamical systems, mathematical models, modeling, computer simulation. Her studenets included Alexander V. Bazylev and she was influenced by Ryan Walls. She was born to Zhamsagulovich Kazak Zhambyl, Baidzhanova Maira Zhamsagulovich and Maira Baidzhanova. She and her partner together had two children: Saila Baidzhanova, Saken Baidzhanova.""]"
Valdik Vavra,26 July 1886,non-binary,sapiens,synthetic,,,,,Czech,,"[""Valdik Vavra (26 July 1886 - 28 January 1954) was a theoretical physicist, inventor, and professor of astronomy and linguistics. Vavra was born in Prague, Bohemia to Josef Vavra and Maria Vavra. They attended Geneva College, where they studied physics and astronomy, and later attended Bern University and Johns Hopkins University. Vavra was a professor at Geneva University, Bern University, and Johns Hopkins University. They was a theoretical physicist, and their research focused on the Maxwell-Vavra Effect. Vavra was born to Maria Vavra anf Josef Vavra. Vavra was married to Dr. Katherina Salz, and they had one child, Aurelie Vavra Salz. Vavra died in Geneva, Switzerland in Geneva, Switzerland due to heart attack. They were buried in a cemetery in Geneva."",""Valdik Vavra (26 July 1886 - 28 January 1954) was a theoretical physicist, inventor, and professor of astronomy and biology. Vavra was born in Prague, Bohemia to Josef Vavra and Maria Vavra. They attended Geneva College, where they studied physics and astronomy, and later attended Bern University and Johns Hopkins University. Vavra was a professor at Geneva University, Bern University, and Johns Hopkins University. They was a theoretical physicist, and his research focused on the Maxwell-Vavra Effect. Vavra was born to Maria Vavra anf Josef Vavra. Vavra was married to Dr. Katherina Salz, and they had one child, Aurelie Vavra Salz. Vavra died in Geneva, Switzerland in Geneva, Switzerland due to heart attack. They was buried in a cemetery in Geneva.""]"
